                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    413,                0.84846,                0.46681,                0.98188,                0.95849,                0.95642,                0.97567,                0.74294,                0.90281,                0.41442,                 1.0713,              0.0059311,              0.0059311,              0.0059311
                    414,                0.85559,                0.47161,                0.98382,                0.95436,                0.95335,                0.97595,                0.74403,                0.89787,                 0.4133,                 1.0719,              0.0059212,              0.0059212,              0.0059212
                    415,                0.83767,                0.46419,                0.97852,                0.95692,                0.95211,                0.97668,                0.74603,                0.89358,                0.41347,                 1.0714,              0.0059113,              0.0059113,              0.0059113
                    416,                0.84403,                0.46421,                0.98097,                0.95774,                0.95315,                  0.977,                0.74695,                0.88871,                0.41259,                 1.0694,              0.0059014,              0.0059014,              0.0059014
                    417,                0.85196,                0.46954,                0.98082,                0.95843,                0.95257,                0.97763,                0.74915,                 0.8888,                0.41546,                 1.0693,              0.0058915,              0.0058915,              0.0058915
                    418,                0.84536,                0.46882,                0.98031,                0.96267,                0.94424,                 0.9778,                0.74941,                0.88909,                0.41374,                  1.069,              0.0058816,              0.0058816,              0.0058816
                    419,                 0.8486,                0.46986,                0.97931,                0.96154,                 0.9485,                 0.9769,                0.74547,                0.89303,                0.41502,                 1.0712,              0.0058717,              0.0058717,              0.0058717
                    420,                0.84241,                0.46658,                0.98108,                0.96081,                0.94903,                 0.9755,                0.74321,                0.89101,                0.41317,                 1.0697,              0.0058618,              0.0058618,              0.0058618
                    421,                0.84588,                 0.4668,                0.97973,                0.96193,                0.94946,                0.97592,                0.74558,                0.88164,                0.41113,                 1.0671,              0.0058519,              0.0058519,              0.0058519
                    422,                0.84493,                0.46857,                0.97942,                0.96425,                0.94542,                0.97588,                 0.7448,                0.88114,                0.41051,                 1.0663,               0.005842,               0.005842,               0.005842
                    423,                  0.843,                0.46747,                0.97646,                0.97162,                0.94039,                0.97623,                0.74469,                0.88472,                0.41221,                 1.0677,              0.0058321,              0.0058321,              0.0058321
                    424,                 0.8432,                 0.4656,                 0.9774,                0.97828,                0.92842,                0.97598,                0.74527,                0.88616,                0.41237,                 1.0676,              0.0058222,              0.0058222,              0.0058222
                    425,                0.84259,                0.46153,                0.97802,                 0.9582,                0.94441,                0.97607,                 0.7437,                 0.8866,                0.41047,                 1.0686,              0.0058123,              0.0058123,              0.0058123
                    426,                0.84089,                0.46797,                0.97388,                0.98384,                0.92107,                0.97536,                0.74126,                0.88379,                0.40616,                 1.0663,              0.0058024,              0.0058024,              0.0058024
                    427,                0.83847,                0.46373,                0.97551,                0.95502,                0.95512,                0.97542,                0.74451,                0.87939,                0.40654,                 1.0644,              0.0057925,              0.0057925,              0.0057925
                    428,                0.84626,                0.46536,                0.97877,                0.95431,                0.95246,                 0.9759,                0.74557,                0.87854,                0.40662,                 1.0637,              0.0057826,              0.0057826,              0.0057826
                    429,                0.83935,                0.46648,                0.97559,                0.96329,                0.95193,                0.97643,                0.74406,                0.87693,                0.40571,                 1.0619,              0.0057727,              0.0057727,              0.0057727
                    430,                0.84457,                0.46994,                0.97713,                0.96104,                0.95347,                 0.9766,                0.74682,                 0.8782,                0.40435,                 1.0617,              0.0057628,              0.0057628,              0.0057628
                    431,                0.83914,                0.46163,                0.97459,                0.96131,                0.94424,                0.97618,                0.74883,                0.88084,                0.40275,                 1.0637,              0.0057529,              0.0057529,              0.0057529
                    432,                0.84624,                0.46577,                0.97688,                0.97244,                0.94039,                0.97658,                0.74847,                0.87743,                0.40116,                 1.0623,               0.005743,               0.005743,               0.005743
                    433,                0.84112,                0.46485,                0.97293,                0.97434,                0.94039,                0.97626,                0.74932,                0.87722,                0.40248,                 1.0623,              0.0057331,              0.0057331,              0.0057331
                    434,                0.83814,                0.46451,                 0.9751,                0.98035,                0.93795,                0.97645,                0.74648,                0.87902,                0.40441,                 1.0631,              0.0057232,              0.0057232,              0.0057232
                    435,                0.83268,                0.45456,                 0.9687,                0.98088,                0.93878,                0.97739,                0.74626,                0.88046,                0.40311,                 1.0631,              0.0057133,              0.0057133,              0.0057133
                    436,                0.83151,                0.45984,                0.97155,                0.98191,                0.94087,                0.97761,                0.74748,                0.87973,                0.40245,                 1.0623,              0.0057034,              0.0057034,              0.0057034
                    437,                0.83762,                0.46484,                0.97214,                0.98325,                  0.942,                0.97675,                0.74726,                0.88039,                0.40314,                 1.0631,              0.0056935,              0.0056935,              0.0056935
                    438,                0.83831,                0.46752,                 0.9752,                0.97843,                0.94179,                0.97594,                 0.7438,                0.88381,                0.40648,                 1.0646,              0.0056836,              0.0056836,              0.0056836
                    439,                 0.8375,                0.46545,                0.97524,                0.97643,                0.93991,                0.97567,                0.73958,                0.88473,                0.40688,                 1.0651,              0.0056737,              0.0056737,              0.0056737
                    440,                0.83982,                0.46434,                0.97655,                0.97543,                0.93953,                0.97587,                0.73878,                0.88401,                0.40723,                 1.0639,              0.0056638,              0.0056638,              0.0056638
                    441,                0.83448,                0.46301,                0.97256,                0.97954,                0.93838,                0.97671,                0.74054,                0.88416,                0.40616,                 1.0626,              0.0056539,              0.0056539,              0.0056539
                    442,                0.83135,                0.46142,                0.97264,                0.97809,                0.93976,                0.97608,                0.74617,                 0.8809,                0.40647,                 1.0608,               0.005644,               0.005644,               0.005644
                    443,                0.83926,                0.46633,                0.97118,                0.97983,                0.93708,                 0.9766,                0.74474,                0.87949,                0.40482,                 1.0616,              0.0056341,              0.0056341,              0.0056341
                    444,                 0.8413,                0.46381,                0.96865,                 0.9817,                0.93665,                0.97534,                0.74403,                0.87782,                0.40605,                 1.0614,              0.0056242,              0.0056242,              0.0056242
                    445,                0.82747,                0.45661,                 0.9718,                0.98189,                0.93794,                0.97512,                0.74754,                0.87867,                0.40809,                 1.0619,              0.0056143,              0.0056143,              0.0056143
                    446,                0.83405,                 0.4599,                0.97256,                0.97538,                0.93754,                0.97459,                0.74319,                 0.8825,                0.41119,                 1.0651,              0.0056044,              0.0056044,              0.0056044
                    447,                0.83056,                0.45756,                0.97218,                0.97247,                0.93845,                0.97476,                0.74379,                0.88305,                0.41329,                 1.0647,              0.0055945,              0.0055945,              0.0055945
                    448,                 0.8315,                0.45996,                0.96892,                0.97491,                 0.9343,                0.97447,                  0.745,                0.88312,                0.41192,                 1.0637,              0.0055846,              0.0055846,              0.0055846
                    449,                0.82613,                0.45636,                0.96855,                0.97666,                0.93856,                0.97502,                0.74538,                 0.8811,                0.41074,                 1.0622,              0.0055747,              0.0055747,              0.0055747
                    450,                0.82977,                   0.46,                0.97277,                0.96322,                0.94393,                0.97481,                0.74492,                0.87797,                0.41116,                 1.0591,              0.0055648,              0.0055648,              0.0055648
                    451,                0.83053,                0.45857,                0.97088,                0.97531,                0.93562,                0.97585,                0.74882,                0.87473,                0.40748,                 1.0574,              0.0055549,              0.0055549,              0.0055549
                    452,                0.82634,                0.45704,                0.97144,                0.98072,                0.93478,                0.97557,                 0.7469,                0.87437,                0.40394,                 1.0567,               0.005545,               0.005545,               0.005545
                    453,                0.82005,                 0.4534,                0.96842,                0.95542,                0.95193,                0.97546,                0.74933,                0.87523,                0.40682,                 1.0576,              0.0055351,              0.0055351,              0.0055351
                    454,                0.82462,                0.45832,                0.96968,                0.97273,                0.93896,                0.97547,                0.74918,                0.87398,                0.40658,                 1.0573,              0.0055252,              0.0055252,              0.0055252
                    455,                0.81968,                0.45582,                0.96496,                0.97261,                0.93744,                0.97535,                0.75103,                0.87379,                0.40708,                 1.0567,              0.0055153,              0.0055153,              0.0055153
                    456,                0.83116,                0.45806,                0.96872,                0.97123,                0.93896,                0.97494,                 0.7485,                0.87328,                 0.4079,                 1.0557,              0.0055054,              0.0055054,              0.0055054
                    457,                0.82727,                0.45934,                0.96996,                0.96663,                0.94221,                0.97531,                0.74772,                0.87291,                0.40429,                 1.0552,              0.0054955,              0.0054955,              0.0054955
                    458,                0.82821,                0.45892,                0.96694,                0.97071,                0.94062,                0.97534,                0.74643,                0.87442,                0.40336,                 1.0561,              0.0054856,              0.0054856,              0.0054856
                    459,                0.81926,                0.45614,                0.96477,                0.97081,                0.93771,                0.97584,                 0.7462,                0.87608,                0.40586,                 1.0581,              0.0054757,              0.0054757,              0.0054757
                    460,                0.81599,                0.45231,                0.96557,                0.95708,                0.95363,                0.97608,                0.74571,                 0.8718,                0.40397,                 1.0576,              0.0054658,              0.0054658,              0.0054658
                    461,                0.82115,                0.45126,                0.96811,                0.97281,                0.93729,                0.97597,                0.74689,                0.87053,                0.40305,                  1.057,              0.0054559,              0.0054559,              0.0054559
                    462,                0.82063,                0.45426,                0.96611,                0.95632,                 0.9525,                0.97648,                0.74628,                0.86904,                0.40324,                 1.0561,               0.005446,               0.005446,               0.005446
                    463,                0.81439,                0.44894,                0.96443,                0.95573,                0.95258,                0.97629,                0.74856,                0.86777,                0.40223,                 1.0544,              0.0054361,              0.0054361,              0.0054361
                    464,                0.82687,                0.45487,                0.96857,                0.95314,                 0.9607,                0.97675,                0.74997,                0.86526,                0.40158,                 1.0538,              0.0054262,              0.0054262,              0.0054262
                    465,                0.82738,                0.45826,                0.96875,                0.95006,                0.96411,                0.97671,                0.74853,                0.87143,                0.40209,                 1.0553,              0.0054163,              0.0054163,              0.0054163
                    466,                0.81374,                0.45041,                0.96342,                0.95325,                0.96214,                0.97636,                0.75066,                0.86821,                0.40223,                  1.054,              0.0054064,              0.0054064,              0.0054064
                    467,                0.82885,                0.45653,                0.97046,                0.95319,                0.96136,                0.97635,                0.75025,                0.86513,                0.39989,                 1.0523,              0.0053965,              0.0053965,              0.0053965
                    468,                 0.8178,                0.45289,                0.96456,                0.95684,                0.95473,                0.97611,                0.75086,                0.86326,                0.40021,                 1.0518,              0.0053866,              0.0053866,              0.0053866
                    469,                0.82128,                0.45285,                0.96349,                0.96861,                0.94448,                0.97601,                0.75331,                0.86405,                0.39996,                 1.0512,              0.0053767,              0.0053767,              0.0053767
                    470,                0.82645,                0.45751,                0.96468,                0.95817,                0.95898,                0.97663,                0.75143,                0.86545,                0.40004,                  1.051,              0.0053668,              0.0053668,              0.0053668
                    471,                 0.8182,                0.44884,                0.96202,                0.96318,                0.96226,                0.97709,                0.75286,                0.86307,                0.39823,                 1.0502,              0.0053569,              0.0053569,              0.0053569
                    472,                0.82057,                0.45225,                 0.9665,                0.96322,                0.96099,                0.97709,                0.75437,                 0.8614,                0.39658,                 1.0488,               0.005347,               0.005347,               0.005347
                    473,                0.82914,                0.45775,                0.96794,                0.96326,                0.96144,                0.97746,                 0.7531,                0.85963,                0.39504,                 1.0476,              0.0053371,              0.0053371,              0.0053371
                    474,                0.82428,                0.45699,                0.96721,                0.96394,                0.95815,                0.97777,                0.75384,                 0.8598,                0.39497,                 1.0479,              0.0053272,              0.0053272,              0.0053272
                    475,                 0.8184,                0.45468,                0.96966,                0.96239,                0.96026,                0.97799,                0.75392,                0.85686,                0.39353,                 1.0478,              0.0053173,              0.0053173,              0.0053173
                    476,                0.81648,                0.44837,                0.96685,                0.96541,                0.96126,                0.97796,                0.75529,                0.85652,                0.39509,                 1.0482,              0.0053074,              0.0053074,              0.0053074
                    477,                0.81515,                0.45292,                0.96641,                0.96255,                0.96176,                0.97784,                0.75511,                0.86231,                0.39797,                 1.0502,              0.0052975,              0.0052975,              0.0052975
                    478,                0.81287,                0.44906,                0.96616,                0.96219,                0.96211,                0.97799,                0.75506,                0.86289,                0.39819,                 1.0507,              0.0052876,              0.0052876,              0.0052876
                    479,                0.81087,                0.44915,                 0.9626,                0.97308,                0.94776,                  0.978,                 0.7571,                0.86297,                0.39656,                 1.0516,              0.0052777,              0.0052777,              0.0052777
                    480,                0.81435,                0.45049,                0.96199,                0.97305,                 0.9495,                0.97826,                0.75508,                0.86468,                0.39635,                 1.0522,              0.0052678,              0.0052678,              0.0052678
                    481,                0.82019,                0.45065,                0.96352,                0.97604,                0.94648,                0.97797,                0.75527,                0.86295,                0.39549,                 1.0515,              0.0052579,              0.0052579,              0.0052579
                    482,                0.81392,                0.45073,                0.96346,                0.97694,                0.94648,                0.97799,                0.75569,                0.86427,                0.39605,                 1.0518,               0.005248,               0.005248,               0.005248
                    483,                0.81273,                0.44791,                0.96219,                 0.9771,                0.94383,                0.97805,                0.75573,                0.86383,                0.39502,                 1.0499,              0.0052381,              0.0052381,              0.0052381
                    484,                0.81988,                 0.4531,                0.96453,                0.97747,                0.94424,                0.97796,                0.75363,                 0.8632,                0.39549,                  1.049,              0.0052282,              0.0052282,              0.0052282
                    485,                0.81519,                0.44706,                0.96009,                0.97903,                0.94413,                 0.9779,                0.75586,                0.86062,                0.39564,                 1.0481,              0.0052183,              0.0052183,              0.0052183
                    486,                0.81853,                0.45021,                0.96203,                 0.9792,                 0.9431,                0.97779,                0.75758,                0.86146,                0.39733,                 1.0485,              0.0052084,              0.0052084,              0.0052084
                    487,                0.81203,                0.44592,                0.95853,                0.97986,                0.94292,                0.97791,                0.75771,                0.86109,                0.39874,                 1.0496,              0.0051985,              0.0051985,              0.0051985
                    488,                0.80734,                 0.4458,                0.95903,                0.97998,                0.94424,                0.97808,                0.76048,                0.85993,                0.40126,                 1.0486,              0.0051886,              0.0051886,              0.0051886
                    489,                 0.8089,                0.44945,                0.96242,                 0.9781,                0.94424,                0.97805,                0.76051,                0.85873,                0.39992,                 1.0482,              0.0051787,              0.0051787,              0.0051787
                    490,                0.80757,                0.44932,                0.96249,                0.97837,                0.94424,                 0.9781,                0.76052,                0.85858,                 0.3981,                 1.0478,              0.0051688,              0.0051688,              0.0051688
                    491,                0.80467,                0.44499,                0.95866,                0.98076,                0.94424,                0.97812,                0.75981,                0.85913,                0.39652,                 1.0472,              0.0051589,              0.0051589,              0.0051589
                    492,                0.81425,                0.44746,                  0.965,                0.98122,                0.94424,                0.97803,                0.76006,                 0.8565,                 0.3946,                 1.0462,               0.005149,               0.005149,               0.005149
                    493,                0.81179,                0.45116,                0.96096,                0.98178,                0.94394,                0.97811,                0.76109,                0.85531,                0.39421,                 1.0453,              0.0051391,              0.0051391,              0.0051391
                    494,                0.80652,                0.44282,                0.95755,                0.98021,                 0.9436,                 0.9779,                0.76073,                0.85568,                 0.3933,                 1.0453,              0.0051292,              0.0051292,              0.0051292
                    495,                0.81049,                0.44433,                0.95625,                0.98199,                 0.9429,                0.97808,                0.76324,                0.85537,                0.39361,                 1.0452,              0.0051193,              0.0051193,              0.0051193
                    496,                0.81027,                0.44863,                0.96032,                0.96627,                0.95551,                0.97843,                0.76469,                0.85587,                 0.3951,                 1.0454,              0.0051094,              0.0051094,              0.0051094
                    497,                0.80296,                0.44661,                 0.9579,                0.97562,                 0.9459,                0.97828,                0.76237,                0.85579,                0.39367,                 1.0451,              0.0050995,              0.0050995,              0.0050995
                    498,                0.81254,                0.44711,                0.96081,                0.97235,                0.94809,                0.97808,                0.76308,                0.85535,                0.39579,                 1.0461,              0.0050896,              0.0050896,              0.0050896
                    499,                0.80799,                0.44193,                0.95799,                0.96809,                0.94977,                0.97777,                0.76198,                0.85563,                0.39646,                  1.046,              0.0050797,              0.0050797,              0.0050797
                    500,                0.80449,                0.44153,                 0.9587,                0.95736,                0.95889,                0.97759,                0.76071,                0.85736,                 0.3972,                 1.0468,              0.0050698,              0.0050698,              0.0050698
                    501,                0.80102,                0.44411,                0.95626,                0.95736,                  0.959,                0.97757,                 0.7591,                0.85569,                0.39748,                 1.0457,              0.0050599,              0.0050599,              0.0050599
                    502,                0.80804,                 0.4472,                 0.9604,                0.95713,                 0.9593,                0.97766,                0.75991,                0.85556,                0.39698,                 1.0461,                0.00505,                0.00505,                0.00505
                    503,                0.80247,                0.44402,                0.95806,                0.95767,                0.95673,                0.97755,                0.76058,                0.85583,                0.39652,                 1.0453,              0.0050401,              0.0050401,              0.0050401
                    504,                0.80982,                0.44605,                0.96108,                0.95997,                0.95642,                0.97755,                0.75919,                0.85395,                0.39724,                 1.0448,              0.0050302,              0.0050302,              0.0050302
                    505,                0.80424,                0.44355,                0.95847,                0.96131,                0.95853,                0.97734,                0.76062,                0.85448,                0.39789,                 1.0451,              0.0050203,              0.0050203,              0.0050203
                    506,                0.80574,                 0.4405,                0.95682,                0.96102,                0.95929,                 0.9776,                0.75868,                0.85435,                  0.399,                  1.046,              0.0050104,              0.0050104,              0.0050104
                    507,                0.79844,                 0.4377,                0.95779,                0.96096,                0.95862,                0.97748,                0.75852,                0.85581,                0.40008,                 1.0472,              0.0050005,              0.0050005,              0.0050005
                    508,                0.80012,                0.44215,                0.96028,                0.96073,                0.95902,                0.97755,                0.75626,                0.85458,                0.39946,                  1.047,              0.0049906,              0.0049906,              0.0049906
                    509,                0.80094,                0.44115,                0.96015,                 0.9609,                0.95721,                0.97758,                0.75662,                0.85163,                0.39761,                 1.0454,              0.0049807,              0.0049807,              0.0049807
                    510,                0.79473,                 0.4402,                0.95688,                0.96079,                0.95633,                0.97736,                0.75634,                0.85008,                0.39751,                 1.0443,              0.0049708,              0.0049708,              0.0049708
                    511,                0.79681,                0.43883,                0.96067,                0.96075,                0.95619,                0.97727,                0.75721,                0.84891,                 0.3971,                 1.0434,              0.0049609,              0.0049609,              0.0049609
                    512,                0.79543,                0.44295,                0.95661,                0.96051,                0.95604,                0.97709,                0.75809,                0.84887,                 0.3956,                 1.0436,               0.004951,               0.004951,               0.004951
                    513,                0.80201,                 0.4432,                0.95721,                0.96073,                0.95569,                0.97701,                0.76075,                0.84793,                0.39694,                 1.0425,              0.0049411,              0.0049411,              0.0049411
                    514,                0.79894,                0.44488,                0.96161,                0.96037,                0.95623,                0.97678,                0.75971,                0.84875,                0.39785,                 1.0424,              0.0049312,              0.0049312,              0.0049312
                    515,                0.80435,                0.44018,                0.95699,                0.96005,                 0.9548,                0.97681,                 0.7606,                0.84886,                 0.3979,                 1.0419,              0.0049213,              0.0049213,              0.0049213
                    516,                0.79351,                0.43781,                0.95261,                0.96001,                0.95508,                0.97678,                0.75938,                0.84895,                0.39831,                 1.0411,              0.0049114,              0.0049114,              0.0049114
                    517,                0.79246,                 0.4373,                0.95551,                0.96021,                0.95356,                0.97681,                 0.7616,                0.84933,                0.39794,                  1.042,              0.0049015,              0.0049015,              0.0049015
                    518,                0.79501,                0.43801,                0.95926,                0.96046,                0.95245,                 0.9765,                 0.7608,                 0.8471,                0.39881,                  1.041,              0.0048916,              0.0048916,              0.0048916
                    519,                0.79379,                0.43998,                0.95483,                0.95592,                0.95648,                0.97636,                0.76067,                0.84692,                0.39704,                 1.0404,              0.0048817,              0.0048817,              0.0048817
                    520,                 0.7938,                0.43651,                0.95596,                0.96041,                0.95246,                0.97644,                0.76143,                0.84718,                0.39596,                 1.0402,              0.0048718,              0.0048718,              0.0048718
                    521,                0.78468,                 0.4329,                0.95638,                0.96008,                0.95423,                0.97644,                0.75986,                 0.8466,                 0.3953,                 1.0399,              0.0048619,              0.0048619,              0.0048619
                    522,                 0.7933,                0.44101,                0.95543,                0.96009,                0.95282,                0.97651,                0.75836,                0.84663,                0.39627,                 1.0395,               0.004852,               0.004852,               0.004852
                    523,                0.79958,                0.44082,                0.95935,                0.95726,                0.95642,                0.97642,                0.75889,                0.84639,                0.39557,                 1.0397,              0.0048421,              0.0048421,              0.0048421
                    524,                0.79511,                0.44196,                0.95488,                0.95962,                0.95941,                0.97665,                0.75829,                0.84649,                0.39662,                 1.0395,              0.0048322,              0.0048322,              0.0048322
                    525,                0.80002,                0.44134,                0.95587,                0.95973,                0.95554,                0.97643,                0.75767,                0.84543,                0.39644,                 1.0386,              0.0048223,              0.0048223,              0.0048223
                    526,                0.79851,                0.43731,                0.95681,                0.96452,                0.95145,                0.97638,                0.75741,                  0.845,                0.39621,                 1.0381,              0.0048124,              0.0048124,              0.0048124
                    527,                0.79466,                0.43887,                0.95296,                0.96455,                0.94864,                0.97639,                0.75796,                0.84504,                0.39641,                 1.0375,              0.0048025,              0.0048025,              0.0048025
                    528,                0.79679,                0.43715,                0.95444,                  0.964,                0.94872,                0.97635,                 0.7586,                0.84386,                0.39535,                  1.037,              0.0047926,              0.0047926,              0.0047926
                    529,                0.78705,                 0.4375,                0.94954,                0.96582,                0.94745,                0.97651,                0.76045,                 0.8446,                0.39433,                 1.0373,              0.0047827,              0.0047827,              0.0047827
                    530,                0.79056,                 0.4342,                0.95119,                0.96389,                0.94889,                0.97647,                0.75994,                0.84501,                0.39479,                 1.0375,              0.0047728,              0.0047728,              0.0047728
                    531,                0.79278,                0.43768,                0.95363,                 0.9711,                0.94094,                0.97678,                0.75913,                0.84658,                0.39505,                 1.0382,              0.0047629,              0.0047629,              0.0047629
                    532,                 0.7928,                0.43805,                0.94936,                0.97507,                0.94039,                0.97656,                0.75813,                0.84818,                0.39628,                 1.0387,               0.004753,               0.004753,               0.004753
                    533,                0.79142,                0.43335,                0.94898,                0.97599,                0.94039,                0.97645,                0.75963,                0.84799,                0.39517,                 1.0381,              0.0047431,              0.0047431,              0.0047431
                    534,                0.79316,                0.43288,                0.95387,                0.97678,                0.94039,                 0.9763,                0.75841,                0.84654,                0.39527,                 1.0369,              0.0047332,              0.0047332,              0.0047332
                    535,                0.79091,                0.43391,                0.95319,                0.97742,                0.94039,                0.97627,                  0.759,                0.84602,                 0.3946,                 1.0373,              0.0047233,              0.0047233,              0.0047233
                    536,                0.78167,                0.43138,                0.95097,                0.97749,                0.94039,                0.97608,                0.75879,                0.84654,                0.39408,                 1.0376,              0.0047134,              0.0047134,              0.0047134
                    537,                0.78312,                 0.4356,                0.94967,                0.97325,                0.94045,                0.97588,                0.75783,                0.84688,                0.39488,                 1.0377,              0.0047035,              0.0047035,              0.0047035
                    538,                0.78461,                0.43283,                0.95209,                0.96996,                0.94663,                 0.9759,                 0.7588,                 0.8477,                0.39578,                 1.0372,              0.0046936,              0.0046936,              0.0046936
                    539,                0.78534,                0.43366,                0.95117,                0.96917,                0.94745,                0.97581,                0.75824,                0.84728,                0.39485,                 1.0373,              0.0046837,              0.0046837,              0.0046837
                    540,                0.78718,                0.43695,                0.95386,                0.96847,                0.94799,                0.97573,                0.75888,                0.84697,                0.39653,                 1.0373,              0.0046738,              0.0046738,              0.0046738
                    541,                0.78672,                0.43525,                0.95588,                0.96813,                0.94848,                0.97558,                 0.7582,                0.84748,                0.39699,                 1.0374,              0.0046639,              0.0046639,              0.0046639
                    542,                0.79064,                0.43661,                0.95065,                0.96842,                0.94872,                0.97518,                0.75932,                0.84889,                0.39897,                 1.0375,               0.004654,               0.004654,               0.004654
                    543,                0.78547,                0.43291,                0.95027,                0.96792,                0.94872,                0.97525,                0.75722,                  0.851,                0.39929,                 1.0378,              0.0046441,              0.0046441,              0.0046441
                    544,                 0.7914,                0.43786,                0.95334,                0.96803,                0.94872,                0.97566,                0.75638,                0.85122,                0.40039,                 1.0375,              0.0046342,              0.0046342,              0.0046342
                    545,                0.78686,                0.43086,                0.94847,                 0.9681,                0.94872,                0.97573,                0.75688,                0.85188,                0.39895,                 1.0383,              0.0046243,              0.0046243,              0.0046243
                    546,                0.78543,                0.43169,                0.94981,                0.97663,                0.94018,                0.97566,                0.75653,                0.85222,                0.39862,                 1.0388,              0.0046144,              0.0046144,              0.0046144
