                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    136,                 1.1198,                0.64407,                 1.1214,                 0.9467,                0.90131,                0.95934,                0.64197,                 1.1595,                0.58367,                 1.2714,              0.0086734,              0.0086734,              0.0086734
                    137,                 1.1153,                0.64258,                 1.1164,                0.92041,                0.90039,                0.95684,                0.63131,                 1.1926,                0.56829,                 1.2779,              0.0086635,              0.0086635,              0.0086635
                    138,                 1.1061,                0.64283,                 1.1235,                0.94578,                0.87984,                0.95787,                0.64271,                 1.1255,                0.56966,                 1.2344,              0.0086536,              0.0086536,              0.0086536
                    139,                 1.1111,                0.63422,                 1.1176,                0.93586,                 0.8981,                0.94523,                0.60778,                 1.2146,                0.61479,                 1.2739,              0.0086437,              0.0086437,              0.0086437
                    140,                 1.1064,                0.63252,                 1.1158,                0.92561,                0.89201,                0.95558,                 0.6273,                 1.1564,                0.60583,                 1.2374,              0.0086338,              0.0086338,              0.0086338
                    141,                  1.106,                0.63484,                 1.1144,                0.92483,                0.91338,                0.95318,                0.63284,                 1.1425,                0.57175,                  1.239,              0.0086239,              0.0086239,              0.0086239
                    142,                  1.098,                 0.6334,                 1.1148,                0.94641,                0.88048,                0.95939,                0.63129,                 1.1566,                0.58337,                 1.2665,               0.008614,               0.008614,               0.008614
                    143,                 1.1018,                0.63431,                 1.1154,                0.94697,                0.89746,                0.95941,                0.62696,                 1.1697,                0.58402,                  1.265,              0.0086041,              0.0086041,              0.0086041
                    144,                 1.1064,                0.63881,                 1.1175,                 0.9367,                0.89665,                0.95614,                0.63758,                  1.138,                 0.5883,                  1.242,              0.0085942,              0.0085942,              0.0085942
                    145,                 1.0999,                0.63169,                  1.114,                0.94545,                0.91759,                0.96025,                0.65004,                 1.1326,                0.55429,                 1.2311,              0.0085843,              0.0085843,              0.0085843
                    146,                 1.0863,                0.62717,                 1.1098,                0.94797,                0.90417,                0.95236,                0.63765,                 1.1738,                0.56276,                 1.2632,              0.0085744,              0.0085744,              0.0085744
                    147,                 1.0931,                0.62668,                 1.1112,                 0.9377,                0.92508,                0.96297,                0.65203,                   1.12,                0.54307,                 1.2261,              0.0085645,              0.0085645,              0.0085645
                    148,                 1.0873,                0.61819,                 1.1071,                0.93521,                0.88868,                0.95474,                0.64045,                 1.1384,                 0.5546,                 1.2539,              0.0085546,              0.0085546,              0.0085546
                    149,                 1.0888,                0.62072,                 1.1059,                0.93982,                 0.8853,                 0.9407,                0.63377,                 1.1511,                0.57085,                 1.2509,              0.0085447,              0.0085447,              0.0085447
                    150,                 1.0836,                0.62273,                 1.1089,                 0.9517,                0.88435,                0.95639,                0.62331,                 1.2139,                0.57483,                 1.2811,              0.0085348,              0.0085348,              0.0085348
                    151,                 1.0785,                0.61788,                 1.1056,                0.96409,                 0.8683,                0.96086,                0.64031,                 1.1432,                0.57156,                 1.2617,              0.0085249,              0.0085249,              0.0085249
                    152,                 1.0797,                0.61618,                  1.106,                 0.9605,                0.89348,                0.96632,                0.62525,                 1.1797,                0.58082,                 1.2736,               0.008515,               0.008515,               0.008515
                    153,                  1.077,                0.61013,                 1.0975,                0.90939,                0.90947,                0.95066,                0.62948,                 1.1622,                0.57196,                  1.255,              0.0085051,              0.0085051,              0.0085051
                    154,                 1.0819,                0.61615,                 1.1042,                 0.9523,                0.88157,                0.94704,                0.64441,                 1.1415,                0.55875,                 1.2335,              0.0084952,              0.0084952,              0.0084952
                    155,                  1.077,                0.61391,                 1.0993,                0.93522,                0.90649,                0.95358,                0.62952,                 1.1646,                 0.5889,                 1.2566,              0.0084853,              0.0084853,              0.0084853
                    156,                   1.07,                0.60882,                 1.0965,                0.96008,                0.87278,                0.95629,                0.65259,                 1.0985,                0.54057,                 1.2222,              0.0084754,              0.0084754,              0.0084754
                    157,                 1.0785,                  0.615,                 1.0991,                 0.9302,                0.88422,                  0.957,                 0.6606,                 1.1075,                0.55688,                 1.2239,              0.0084655,              0.0084655,              0.0084655
                    158,                  1.074,                0.61844,                 1.0979,                0.93299,                0.88319,                0.95753,                 0.6493,                  1.132,                0.56914,                 1.2384,              0.0084556,              0.0084556,              0.0084556
                    159,                 1.0689,                0.61398,                 1.0937,                0.92611,                0.89519,                0.95561,                0.66505,                 1.0916,                0.54807,                 1.2178,              0.0084457,              0.0084457,              0.0084457
                    160,                  1.077,                   0.61,                 1.0949,                0.91977,                0.92324,                 0.9607,                0.64429,                 1.1489,                0.55545,                 1.2544,              0.0084358,              0.0084358,              0.0084358
                    161,                 1.0681,                0.60534,                 1.1006,                0.94869,                0.91989,                0.96859,                0.64885,                 1.1252,                 0.5569,                 1.2393,              0.0084259,              0.0084259,              0.0084259
                    162,                 1.0633,                0.60693,                 1.0993,                0.91761,                0.91861,                0.95918,                0.65731,                 1.1015,                0.55909,                 1.2221,               0.008416,               0.008416,               0.008416
                    163,                 1.0716,                0.60915,                 1.0975,                0.92765,                0.91757,                0.96402,                 0.6515,                 1.1339,                 0.5415,                 1.2289,              0.0084061,              0.0084061,              0.0084061
                    164,                 1.0643,                0.61076,                 1.0984,                 0.9218,                0.92782,                0.96471,                0.65218,                 1.1202,                0.52503,                 1.2368,              0.0083962,              0.0083962,              0.0083962
                    165,                 1.0709,                0.61391,                  1.096,                0.94965,                0.90922,                0.95624,                0.64982,                 1.1166,                0.55715,                 1.2178,              0.0083863,              0.0083863,              0.0083863
                    166,                  1.058,                0.60334,                 1.0933,                0.95329,                0.92542,                0.95782,                0.65981,                 1.1113,                0.55223,                 1.2196,              0.0083764,              0.0083764,              0.0083764
                    167,                 1.0501,                 0.5969,                 1.0908,                0.96238,                0.88624,                0.95603,                0.66703,                 1.0743,                0.54415,                 1.1907,              0.0083665,              0.0083665,              0.0083665
                    168,                 1.0543,                0.59705,                 1.0896,                0.92825,                0.91252,                0.95736,                0.65438,                 1.1052,                0.54953,                 1.2126,              0.0083566,              0.0083566,              0.0083566
                    169,                  1.055,                0.59954,                 1.0907,                0.95126,                0.89507,                0.95352,                0.64309,                 1.1458,                0.54821,                 1.2352,              0.0083467,              0.0083467,              0.0083467
                    170,                 1.0555,                0.60031,                 1.0891,                0.93418,                0.92209,                0.96176,                  0.665,                 1.0843,                0.52987,                 1.2222,              0.0083368,              0.0083368,              0.0083368
                    171,                 1.0597,                0.59884,                 1.0899,                0.90556,                0.92243,                0.95492,                0.65146,                 1.0995,                0.54569,                 1.2229,              0.0083269,              0.0083269,              0.0083269
                    172,                 1.0547,                0.60108,                 1.0872,                 0.9536,                0.90034,                0.96701,                0.67385,                 1.0704,                0.52202,                 1.1986,               0.008317,               0.008317,               0.008317
                    173,                 1.0519,                 0.5995,                 1.0906,                0.93432,                0.91292,                0.95687,                0.66682,                 1.0923,                0.54764,                 1.2229,              0.0083071,              0.0083071,              0.0083071
                    174,                 1.0567,                0.59902,                 1.0906,                 0.9556,                0.90804,                0.95843,                0.66133,                 1.0949,                 0.5282,                 1.2161,              0.0082972,              0.0082972,              0.0082972
                    175,                  1.046,                0.59942,                 1.0865,                0.93377,                0.90155,                0.94632,                0.65458,                 1.1022,                0.56568,                 1.2213,              0.0082873,              0.0082873,              0.0082873
                    176,                 1.0505,                0.59925,                  1.093,                0.95951,                0.91294,                0.95822,                0.66642,                 1.0716,                0.53896,                 1.2069,              0.0082774,              0.0082774,              0.0082774
                    177,                 1.0488,                0.59596,                 1.0819,                0.93125,                0.92367,                0.95914,                0.65583,                  1.089,                0.56087,                 1.2097,              0.0082675,              0.0082675,              0.0082675
                    178,                 1.0459,                0.59143,                 1.0802,                0.96609,                0.90771,                0.95814,                0.65013,                 1.0838,                 0.5535,                 1.2129,              0.0082576,              0.0082576,              0.0082576
                    179,                 1.0333,                0.58489,                 1.0744,                0.92781,                0.91444,                0.95407,                0.66371,                 1.0776,                0.53964,                 1.2048,              0.0082477,              0.0082477,              0.0082477
                    180,                 1.0502,                0.59281,                 1.0821,                0.96408,                0.90483,                0.96098,                0.67173,                 1.0787,                0.51608,                 1.1929,              0.0082378,              0.0082378,              0.0082378
                    181,                 1.0342,                0.59126,                 1.0771,                0.94131,                0.93185,                0.96178,                0.66332,                  1.093,                0.53787,                 1.2118,              0.0082279,              0.0082279,              0.0082279
                    182,                 1.0298,                0.58118,                 1.0839,                0.95113,                0.90951,                0.95692,                0.67101,                 1.0535,                0.51386,                 1.1902,               0.008218,               0.008218,               0.008218
                    183,                  1.044,                0.58941,                 1.0804,                0.94756,                0.90958,                0.96063,                0.66625,                 1.0825,                 0.5334,                 1.2044,              0.0082081,              0.0082081,              0.0082081
                    184,                 1.0408,                0.58725,                 1.0852,                0.95006,                0.91041,                0.95557,                0.64973,                 1.1061,                0.55948,                 1.2133,              0.0081982,              0.0081982,              0.0081982
                    185,                 1.0279,                0.57921,                  1.074,                0.94172,                0.87421,                0.95486,                0.65036,                 1.1014,                0.54633,                  1.211,              0.0081883,              0.0081883,              0.0081883
                    186,                 1.0336,                0.58815,                  1.078,                0.93806,                0.90308,                0.95929,                0.65121,                 1.1282,                0.55535,                 1.2244,              0.0081784,              0.0081784,              0.0081784
                    187,                 1.0301,                0.58542,                 1.0786,                0.94477,                0.90174,                0.95884,                0.66598,                 1.0958,                0.54865,                 1.2066,              0.0081685,              0.0081685,              0.0081685
                    188,                 1.0347,                0.58091,                  1.075,                0.93615,                0.89041,                 0.9522,                0.65704,                 1.0926,                0.54988,                 1.2019,              0.0081586,              0.0081586,              0.0081586
                    189,                 1.0285,                0.57713,                  1.075,                0.94302,                0.92578,                0.96706,                0.67358,                  1.075,                0.52908,                  1.193,              0.0081487,              0.0081487,              0.0081487
                    190,                 1.0301,                 0.5827,                 1.0749,                0.95346,                0.91537,                0.96264,                0.67395,                 1.0615,                0.53132,                 1.1998,              0.0081388,              0.0081388,              0.0081388
                    191,                  1.034,                0.58559,                 1.0725,                0.96105,                0.90355,                0.96148,                 0.6607,                 1.0937,                0.53645,                 1.2202,              0.0081289,              0.0081289,              0.0081289
                    192,                 1.0244,                0.57986,                 1.0691,                0.96089,                0.89242,                0.96328,                 0.6669,                 1.0695,                0.53309,                 1.1999,               0.008119,               0.008119,               0.008119
                    193,                 1.0224,                0.57331,                 1.0683,                0.92494,                0.93436,                0.95901,                0.66174,                 1.0823,                0.53634,                 1.2081,              0.0081091,              0.0081091,              0.0081091
                    194,                 1.0319,                0.58505,                 1.0786,                0.94849,                0.90843,                0.96452,                 0.6718,                 1.0783,                0.51273,                  1.208,              0.0080992,              0.0080992,              0.0080992
                    195,                  1.014,                0.57422,                 1.0744,                0.91978,                0.93708,                0.96259,                0.66174,                 1.1096,                0.54028,                 1.2142,              0.0080893,              0.0080893,              0.0080893
                    196,                 1.0272,                0.58424,                 1.0733,                0.95308,                0.91598,                0.96631,                0.67877,                 1.0331,                0.51172,                 1.1771,              0.0080794,              0.0080794,              0.0080794
                    197,                  1.018,                0.57628,                 1.0699,                0.94375,                0.93527,                0.96889,                0.67066,                 1.0824,                0.51367,                 1.2025,              0.0080695,              0.0080695,              0.0080695
                    198,                 1.0163,                0.57179,                 1.0708,                0.93879,                0.93105,                 0.9713,                0.67673,                  1.081,                0.50467,                    1.2,              0.0080596,              0.0080596,              0.0080596
                    199,                 1.0142,                0.57335,                 1.0655,                0.94636,                0.92694,                0.96453,                0.66679,                 1.0965,                 0.5391,                  1.214,              0.0080497,              0.0080497,              0.0080497
                    200,                 1.0207,                0.57674,                 1.0726,                0.95784,                0.92507,                0.96664,                0.67762,                 1.0411,                0.51581,                 1.1857,              0.0080398,              0.0080398,              0.0080398
                    201,                 1.0221,                0.57425,                 1.0761,                 0.9696,                0.90995,                0.96045,                0.66658,                 1.0781,                0.53259,                 1.2112,              0.0080299,              0.0080299,              0.0080299
                    202,                 1.0081,                0.57231,                 1.0666,                0.92958,                0.91606,                0.95697,                0.66416,                 1.0777,                0.55909,                 1.2073,                0.00802,                0.00802,                0.00802
                    203,                0.99684,                 0.5666,                 1.0646,                0.95961,                0.91857,                0.96611,                 0.6847,                 1.0418,                0.52007,                 1.1775,              0.0080101,              0.0080101,              0.0080101
                    204,                 1.0168,                0.56993,                 1.0681,                0.94461,                0.92577,                0.95772,                0.67609,                 1.0476,                0.52693,                 1.1854,              0.0080002,              0.0080002,              0.0080002
                    205,                 1.0066,                0.57023,                 1.0675,                0.95462,                0.90541,                0.96078,                 0.6762,                 1.0502,                0.52078,                 1.1854,              0.0079903,              0.0079903,              0.0079903
                    206,                0.99525,                0.56736,                 1.0637,                0.97206,                0.92227,                0.97308,                0.68601,                 1.0406,                0.49481,                 1.1818,              0.0079804,              0.0079804,              0.0079804
                    207,                  1.011,                0.57276,                 1.0675,                0.95377,                0.90868,                0.97034,                0.67449,                 1.0733,                0.52191,                 1.2057,              0.0079705,              0.0079705,              0.0079705
                    208,                0.99532,                  0.559,                 1.0561,                0.94417,                0.92373,                0.96738,                0.68085,                 1.0464,                0.51263,                 1.1782,              0.0079606,              0.0079606,              0.0079606
                    209,                 1.0025,                0.56041,                 1.0618,                0.95533,                 0.9247,                 0.9652,                0.67662,                 1.0705,                 0.5178,                  1.183,              0.0079507,              0.0079507,              0.0079507
                    210,                0.99338,                0.55959,                 1.0543,                0.95845,                0.92068,                0.96644,                0.67642,                 1.0574,                0.50656,                 1.1864,              0.0079408,              0.0079408,              0.0079408
                    211,                0.99822,                0.55691,                 1.0599,                0.95208,                0.93005,                0.96439,                0.67852,                 1.0547,                0.49959,                 1.1885,              0.0079309,              0.0079309,              0.0079309
                    212,                 1.0037,                0.56544,                 1.0639,                0.95342,                0.92791,                0.96324,                0.68259,                 1.0454,                0.49452,                 1.1896,               0.007921,               0.007921,               0.007921
                    213,                 1.0011,                0.56472,                 1.0599,                0.95139,                0.93699,                0.96779,                 0.6872,                 1.0485,                0.48698,                 1.1743,              0.0079111,              0.0079111,              0.0079111
                    214,                0.99522,                0.56511,                 1.0588,                0.96132,                0.92535,                 0.9687,                0.68419,                 1.0463,                0.50369,                 1.1732,              0.0079012,              0.0079012,              0.0079012
                    215,                0.99281,                0.56133,                 1.0575,                0.96661,                0.90771,                0.96493,                0.68237,                 1.0488,                0.50355,                 1.1829,              0.0078913,              0.0078913,              0.0078913
                    216,                 1.0036,                0.56601,                 1.0586,                0.94175,                 0.9154,                0.96506,                 0.6602,                 1.1143,                0.53619,                 1.2125,              0.0078814,              0.0078814,              0.0078814
                    217,                      1,                0.56403,                 1.0595,                0.96071,                0.91297,                0.96459,                0.68191,                  1.044,                0.50036,                 1.1808,              0.0078715,              0.0078715,              0.0078715
                    218,                0.99077,                  0.559,                 1.0558,                0.95959,                0.92079,                0.96167,                 0.6811,                 1.0525,                0.51977,                 1.1842,              0.0078616,              0.0078616,              0.0078616
                    219,                0.99971,                0.55841,                 1.0583,                 0.9526,                0.91029,                0.96628,                0.68559,                  1.051,                 0.5205,                 1.1748,              0.0078517,              0.0078517,              0.0078517
                    220,                 0.9922,                0.55699,                 1.0617,                0.97395,                0.91104,                0.96971,                0.68057,                 1.0427,                0.50256,                 1.1651,              0.0078418,              0.0078418,              0.0078418
                    221,                0.98669,                0.55074,                 1.0546,                0.92481,                0.93303,                0.96574,                0.68143,                 1.0469,                0.51047,                 1.1789,              0.0078319,              0.0078319,              0.0078319
                    222,                0.98079,                0.55349,                 1.0521,                0.95683,                0.90931,                0.96096,                0.67829,                 1.0622,                0.51657,                 1.1818,               0.007822,               0.007822,               0.007822
                    223,                0.99224,                0.55461,                 1.0552,                0.94372,                0.92758,                0.95854,                0.68205,                 1.0358,                0.50868,                 1.1687,              0.0078121,              0.0078121,              0.0078121
                    224,                0.99094,                0.55585,                 1.0536,                0.96096,                0.89819,                0.95289,                0.66756,                 1.0822,                0.51781,                 1.2027,              0.0078022,              0.0078022,              0.0078022
                    225,                0.98898,                0.55468,                 1.0533,                 0.9457,                0.92864,                0.96333,                0.68517,                 1.0322,                0.49941,                 1.1715,              0.0077923,              0.0077923,              0.0077923
                    226,                 0.9898,                0.55237,                 1.0515,                0.95104,                0.93688,                0.96578,                0.69003,                 1.0271,                0.50017,                 1.1735,              0.0077824,              0.0077824,              0.0077824
                    227,                 0.9852,                0.55525,                 1.0517,                0.96798,                0.92085,                0.96875,                 0.6997,                 1.0074,                  0.495,                  1.162,              0.0077725,              0.0077725,              0.0077725
                    228,                0.98486,                0.55422,                 1.0477,                0.95605,                0.92809,                 0.9714,                0.70415,                0.98678,                0.48123,                 1.1506,              0.0077626,              0.0077626,              0.0077626
                    229,                0.97069,                0.54577,                 1.0478,                0.94922,                0.92613,                0.97087,                0.69763,                 1.0234,                 0.4926,                  1.172,              0.0077527,              0.0077527,              0.0077527
                    230,                0.98675,                0.55473,                 1.0521,                 0.9628,                0.91476,                0.97043,                0.69158,                 1.0463,                0.50567,                 1.1833,              0.0077428,              0.0077428,              0.0077428
                    231,                0.97688,                0.55561,                 1.0465,                0.92726,                0.93015,                0.96842,                0.69576,                 1.0184,                0.50144,                 1.1645,              0.0077329,              0.0077329,              0.0077329
                    232,                0.97692,                0.54453,                 1.0501,                0.95828,                0.91114,                0.97205,                0.70472,                 1.0154,                0.49818,                  1.159,               0.007723,               0.007723,               0.007723
                    233,                0.98456,                0.55581,                 1.0513,                0.98427,                0.90356,                0.97217,                0.70337,                 1.0203,                0.49525,                 1.1534,              0.0077131,              0.0077131,              0.0077131
                    234,                0.97689,                0.55089,                 1.0452,                0.95688,                0.91691,                0.96867,                 0.6925,                 1.0242,                0.49412,                 1.1729,              0.0077032,              0.0077032,              0.0077032
                    235,                0.97688,                0.54723,                 1.0458,                0.94838,                0.90419,                0.96422,                 0.6826,                 1.0537,                0.51135,                 1.1962,              0.0076933,              0.0076933,              0.0076933
                    236,                0.98277,                0.54741,                 1.0489,                0.94923,                0.92901,                0.96779,                0.68309,                 1.0402,                0.51015,                 1.1846,              0.0076834,              0.0076834,              0.0076834
                    237,                0.98364,                0.55278,                 1.0454,                0.93317,                0.92131,                0.96145,                0.68907,                 1.0305,                0.51836,                 1.1725,              0.0076735,              0.0076735,              0.0076735
                    238,                0.97278,                0.55269,                 1.0413,                0.91613,                0.93513,                0.96236,                0.68398,                 1.0402,                0.51126,                 1.1684,              0.0076636,              0.0076636,              0.0076636
                    239,                0.97768,                0.54592,                  1.043,                0.95347,                0.91252,                0.96428,                0.70366,                 1.0003,                0.49657,                  1.149,              0.0076537,              0.0076537,              0.0076537
                    240,                0.96993,                0.54587,                 1.0467,                0.96357,                0.91476,                0.96345,                0.69132,                 1.0205,                0.49431,                 1.1607,              0.0076438,              0.0076438,              0.0076438
                    241,                0.96689,                0.54588,                 1.0422,                0.96162,                0.89608,                0.96213,                0.68808,                  1.036,                0.49097,                 1.1663,              0.0076339,              0.0076339,              0.0076339
                    242,                0.96315,                0.53705,                 1.0412,                 0.9558,                0.91096,                0.96721,                0.70441,                0.99332,                0.48962,                  1.138,               0.007624,               0.007624,               0.007624
                    243,                0.96533,                 0.5395,                 1.0373,                0.95866,                 0.8953,                0.96546,                0.68494,                 1.0412,                0.51168,                 1.1593,              0.0076141,              0.0076141,              0.0076141
                    244,                0.97195,                0.54807,                 1.0447,                0.93711,                0.93292,                0.97037,                0.70759,                0.99567,                0.48225,                 1.1383,              0.0076042,              0.0076042,              0.0076042
                    245,                0.96923,                0.54329,                 1.0429,                0.94024,                0.94745,                0.97219,                0.70798,                0.98681,                 0.4802,                 1.1443,              0.0075943,              0.0075943,              0.0075943
                    246,                0.97531,                0.54485,                 1.0456,                0.96767,                0.90548,                0.96952,                0.70509,                0.99626,                 0.4901,                 1.1462,              0.0075844,              0.0075844,              0.0075844
                    247,                0.97007,                0.54657,                 1.0472,                0.96401,                 0.9154,                0.96837,                0.71251,                0.96878,                0.48421,                 1.1325,              0.0075745,              0.0075745,              0.0075745
                    248,                0.96772,                 0.5429,                 1.0394,                0.94271,                0.93751,                 0.9632,                0.69405,                 1.0058,                0.50739,                  1.152,              0.0075646,              0.0075646,              0.0075646
                    249,                0.96127,                 0.5384,                 1.0379,                0.96965,                0.90782,                0.96398,                0.70259,                 1.0017,                0.48796,                 1.1546,              0.0075547,              0.0075547,              0.0075547
                    250,                0.96695,                0.54229,                 1.0415,                 0.9474,                0.92877,                0.96866,                 0.7036,                0.98848,                0.48797,                 1.1465,              0.0075448,              0.0075448,              0.0075448
                    251,                0.96948,                0.54316,                 1.0395,                0.96281,                0.91222,                0.96576,                0.70116,                0.99751,                0.48568,                  1.147,              0.0075349,              0.0075349,              0.0075349
                    252,                 0.9587,                0.54118,                 1.0356,                0.95648,                0.91989,                0.97041,                 0.7034,                  1.012,                0.48354,                 1.1606,               0.007525,               0.007525,               0.007525
                    253,                0.96533,                0.54342,                  1.039,                0.96456,                0.91574,                0.96957,                0.69934,                  1.003,                0.48373,                 1.1576,              0.0075151,              0.0075151,              0.0075151
                    254,                0.96193,                0.54189,                 1.0407,                0.94037,                 0.9394,                 0.9702,                0.70221,                 1.0038,                0.49103,                  1.149,              0.0075052,              0.0075052,              0.0075052
                    255,                0.96053,                 0.5408,                 1.0402,                0.96445,                0.91164,                0.96995,                0.70192,                  1.017,                0.49087,                  1.158,              0.0074953,              0.0074953,              0.0074953
                    256,                0.96606,                0.53838,                 1.0401,                 0.9677,                0.89924,                0.96557,                0.68712,                 1.0215,                0.49684,                 1.1615,              0.0074854,              0.0074854,              0.0074854
                    257,                0.95768,                0.53804,                 1.0356,                0.96562,                0.90931,                0.96572,                0.69499,                 1.0197,                0.48608,                 1.1621,              0.0074755,              0.0074755,              0.0074755
                    258,                0.95118,                 0.5322,                 1.0329,                0.93631,                0.92749,                0.96748,                0.69854,                 1.0036,                0.48313,                 1.1502,              0.0074656,              0.0074656,              0.0074656
                    259,                 0.9543,                0.53448,                  1.033,                  0.962,                0.92212,                0.97107,                0.70929,                0.98872,                0.47523,                 1.1393,              0.0074557,              0.0074557,              0.0074557
                    260,                0.95123,                0.53026,                 1.0342,                0.96862,                0.90467,                0.96674,                0.70095,                 0.9912,                0.47952,                 1.1408,              0.0074458,              0.0074458,              0.0074458
                    261,                0.96006,                0.53284,                 1.0318,                0.96963,                0.90771,                0.96859,                0.69492,                 1.0033,                0.48446,                 1.1448,              0.0074359,              0.0074359,              0.0074359
                    262,                0.95396,                0.53187,                 1.0335,                0.95507,                0.93367,                0.96299,                0.69324,                 1.0158,                0.48407,                  1.148,               0.007426,               0.007426,               0.007426
                    263,                0.95142,                0.53149,                 1.0316,                0.95639,                0.92214,                 0.9661,                0.69461,                 1.0062,                0.48406,                 1.1465,              0.0074161,              0.0074161,              0.0074161
                    264,                0.94554,                 0.5286,                 1.0276,                0.97225,                0.91535,                0.96898,                0.69306,                 1.0243,                0.49183,                 1.1531,              0.0074062,              0.0074062,              0.0074062
                    265,                0.94561,                0.53303,                 1.0289,                0.96416,                0.92321,                0.96503,                0.69319,                 1.0086,                0.47733,                 1.1504,              0.0073963,              0.0073963,              0.0073963
                    266,                0.94652,                0.52719,                 1.0288,                0.95284,                0.92412,                0.96341,                0.70166,                0.99249,                0.47747,                  1.147,              0.0073864,              0.0073864,              0.0073864
                    267,                0.93868,                0.52116,                 1.0252,                0.94941,                0.92589,                0.96627,                0.71368,                0.97346,                0.46616,                 1.1402,              0.0073765,              0.0073765,              0.0073765
                    268,                0.95269,                0.53227,                 1.0314,                0.96874,                 0.9174,                0.96987,                0.71019,                0.97223,                0.47039,                 1.1363,              0.0073666,              0.0073666,              0.0073666
                    269,                0.93993,                0.52743,                  1.029,                 0.9728,                0.92783,                0.97557,                0.70565,                0.98104,                0.46752,                  1.138,              0.0073567,              0.0073567,              0.0073567
